time,rating,text,name,category,latitude,longitude,safety,cleanliness,infrastructure,nature,attractions,heritage,costs,other,created_at,id,lead_time,updated_at
1577446033317,5.0,Great fun essy,New York Botanical Garden,Botanical garden||Educational institution||Garden||Museum||Tourist attraction||Wedding venue,40.8617054,-73.8806902,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1619862185529,5.0,A must-visit. We will remember.,World Trade Center,Train station,40.7115742,-74.0114485,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1591726486637,5.0,A must see Cathedral when in NYC.,St. Patrick's Cathedral,Cathedral||Catholic church||Tourist attraction,40.7586117,-73.9761953,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,,,,
1535632707793,3.0,Nice renovation! Busy tennis and basketball courts,Cooper Park,Park||Basketball court||Dog park||Handball court||Playground||Public bathroom||Skateboard park||Tourist attraction,40.715945999999995,-73.937229,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1488320267320,5.0,The lungs of Brooklyn !,Prospect Park,Park||Tourist attraction,40.6602037,-73.9689558,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral,,,,
1606746841467,3.0,I shop here all the time. This is my one-stop shop deal for gifts.,Green Acres Mall,Shopping mall||Clothing store||Restaurant,40.6627613,-73.7196783,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,,,,
1567102706680,4.0,Pretty well maintained big city park. Good for getting away from the city noise.,Prospect Park,Park||Tourist attraction,40.6602037,-73.9689558,positive,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,,,,
1576321508655,3.0,"An emblematic site for tourism. Interesting to take pictures, but very uncomfortable if what you want is to be closer to God. The relentless passage of tourists who want to visit it hinders the concentration and silence that the parishioner seeks. Like almost every Christian Cathedral, it is impressive from the architectural point of view, but distant and cold with people.",St. Patrick's Cathedral,Cathedral||Catholic church||Tourist attraction,40.7586117,-73.9761953,neutral,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,negative,,,,
1563191709656,5.0,"Nice experience, good views, nice presentation at top floor",One World Observatory,Tourist attraction,40.713006199999995,-74.013173,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1484578355981,5.0,I love this park....gorgeous view looking down manhattan.,Fort Tryon Park,Park||Tourist attraction,40.8625608,-73.9312995,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,,,,
1496699840146,5.0,Park is gorgeous in the fall and a sweet romantic walking place!,Hermon A. MacNeil Park,Park||Tourist attraction,40.7926994,-73.8521593,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1296931111617,5.0,The Original,The Museum of Modern Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7614327,-73.97762159999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1569630859671,5.0,Really pretty view,Governors Island Outlook Hill,Park,40.6867331,-74.02520059999999,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1604673423106,5.0,"Easy and efficient order, quick deliverry all the way to Norway! The painting I bought was safely wrapped.",RoGallery,Auction house||Antique store||Art dealer||Art gallery||Art restoration service||Picture frame shop,40.741803999999995,-73.9290977,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,,,,
1471351256383,5.0,"I love to hang out in this place ! a lot of coffee shops , restaurants and many Aspiring designer stores , very creative , perfect place for gifts shopping too",Chelsea Market,Shopping mall,40.7424509,-74.0059581,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1562732682337,5.0,Amazing animals,Queens Zoo,Zoo||Tourist attraction,40.7439678,-73.84924579999999,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,notmentioned,,,,
1561754658403,5.0,Stunning building,Vessel,Tourist attraction,40.7538073,-74.0021537,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive,,,,
1574116721933,5.0,Delicious sandwiches! Though be prepared for a long wait. This is a grab and go type of shop,Russ & Daughters,Bagel shop||Bakery||Caterer||Deli||Gourmet grocery store||Historical landmark||Jewish restaurant||Takeout Restaurant,40.7225803,-73.9883134,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,neutral,neutral,,,,
1610585610803,4.0,Great collection and plenty of space to social distance.,The Museum of Modern Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7614327,-73.97762159999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1523454112661,4.0,Very beautiful and excellent to oxygenate the body and share with loved ones,Rosewood Playground,Playground,40.8730842,-73.8709027,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,,,,
1617579993509,5.0,The chef menu was excellent. The staff was very attentive and I enjoyed the space along with the food. The bathroom was cool as well. Lol,INTERSECT BY LEXUS,Eclectic restaurant||Art gallery||Cafe||Cocktail bar||Cultural center||Event venue,40.7410749,-74.00629839999999,notmentioned,notmentioned,neutral,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1534560311514,5.0,Nice place!,"Intrepid Sea, Air & Space Museum",Museum||Historical place||Historical landmark||Tourist attraction,40.7645266,-73.99960759999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,,,,
1574205151089,5.0,B E UTIFULLL,Vessel,Tourist attraction,40.7538073,-74.0021537,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1526477573330,5.0,Fun work event. The staff was nice and the park was very clean.,Bronx Zoo,Zoo||Tourist attraction,40.8505949,-73.8769982,notmentioned,positive,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1434131933650,5.0,Recommended!,Museum of the City of New York,Local history museum||History museum||Museum||Tourist attraction,40.7924939,-73.95190889999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1519966144456,4.0,Loved going for black history month. There so exhibits and performances.,Brooklyn Museum,Art museum||Museum||Tourist attraction,40.6712062,-73.9636306,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,,,,
1543894297686,5.0,I will back,Madison Square Garden,Arena||Event venue||Stadium||Tourist attraction,40.7505045,-73.9934387,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1609115592653,5.0,Good place to play sports ..,Lion's Gate Field,Soccer field||Park,40.7184521,-73.9932477,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1583887212543,5.0,"The best museum in NY. Extensive collection, with well diversified works of art, from the most diverse artists, styles and times.",The Museum of Modern Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7614327,-73.97762159999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,,,,
1507681788640,4.0,"I mean, you know. It's a square in the city. So it's loud and smells like exhaust. But at least it's a square.",Madison Square Park,Park||Tourist attraction,40.7421872,-73.9880175,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,,,,
1562703727625,3.0,Smaller than expected.,Central Park Zoo,Zoo||Tourist attraction,40.767778,-73.9718335,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,notmentioned,,,,
1569450836897,5.0,"It is a beautiful, spiritual place",St. Patrick's Cathedral,Cathedral||Catholic church||Tourist attraction,40.7586117,-73.9761953,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,,,,
1552893270951,1.0,"The very concept of this mall is the main reason why people don't like to go to the malls NOT ENOUGH PLACE TO EAT (specially for higher middle income below), NOT ENOUGH PLACE to seat to while your relatives go shopping, CROWDED BATHROOM, 1st time i saw line in the Men's bathroom, women's bathroom line will take you like hours waiting WHY because the bathroom is very small for such a big mall VERY STUPID. So many eating on the floor, old people seating on the floor. This is not the mall of the future but the mall of the 80's where they like people to keep walking like they don't like to rest a little cause not enough place to seat or eat. The mall of the future should be like a home where you can shop eat rest a little bit then go shopping again THIS MALL IS HORRIBLE very inhuman. Maybe only caters for the rich who only stay a little bit at the mall eat shop then they go home. We will not come back ANYMORE a waste of time and will only torture you while shopping. By the way many escalator are not working...",Hudson Yards - The Shops and Restaurants,Shopping mall,40.7534569,-74.0011282,negative,negative,negative,notmentioned,negative,notmentioned,negative,negative,,,,
1603728438797,5.0,"I always love this place. Their store always well-stocked and never lack stocks. The employees were very friendly and helpful, too. They had a very reasonable and fair price compared to other markets in the city. They have fresh veggies, fruits, and meat. The place is nice, too and well-organized. It was the best experience always!",Tribeca Greenmarket,Farmers' market,40.7169303,-74.0108108,notmentioned,positive,notmentioned,notmentioned,positive,notmentioned,positive,positive,,,,
1535473628740,5.0,Beautiful Zoo. I recommend the Total Experience tickets and just plan on being there all day.,Bronx Zoo,Zoo||Tourist attraction,40.8505949,-73.8769982,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1572479205682,5.0,"Best tattoo shop in nyc!! The people are amazing, and the work is all unique but incredible. JP is a star, I don’t go to anyone else and he can literally do anything.",Acqua Santa Tattoo,Tattoo shop||Art gallery||Beauty salon,40.7378821,-74.0047072,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1551307578782,4.0,Buy tickets in advance,Solomon R. Guggenheim Museum,Modern art museum||Art museum||Museum||Tourist attraction,40.7829796,-73.9589706,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral,notmentioned,,,,
1490328622101,4.0,Great works of art. Loved starry night.,The Museum of Modern Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7614327,-73.97762159999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,,,,
1470159563378,5.0,"clean, quiet park. great to take the kids out for the day or even for a nice and peaceful relaxation seesion.",Marine Park,Park||Baseball field||Bocce ball court||Cricket ground||Football Field||Handball court||Playground||Tennis court||Tourist attraction,40.6055157,-73.9348698,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,,,,
1513685084261,5.0,"Full of plants. Great place, even pictures",Brooklyn Botanic Garden,Botanical garden||Environmental organization||Tourist attraction||Wedding venue,40.669509999999995,-73.9625044,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1566928054219,5.0,One of my favorite spots to paint!,Vessel,Tourist attraction,40.7538073,-74.0021537,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,notmentioned,,,,
1612528510543,1.0,"If I could give them 0 stars, I would. This was the most horrible customer service experience I have ever had. After paying $300 for white glove delivery, the company’s driver drove onto my lawn. After spinning their wheels into our lawn and damaging it, they had to call a tow truck company to have their truck removed. The tow truck driver noted that their tire was flat. On top of that, they delivered a damaged couch. The driver told me that I should keep it until they could deliver a replacement. Upon notifying the company of the damaged product and damage to my lawn, France and Son Customer Support Supervisor Tyler told us we needed to pay their tow truck bill before they would even talk to us about the damaged couch they delivered. There wasn't even an opportunity to discuss the situation or explain our side of the story. They refused to deal with the defective product or our customer service situation until we addressed this truck situation. This is the first time I've been extorted by a retail business but it will certainly be the last. It has been six weeks and the company has not returned any of our calls or emails. In the last correspondence, they stated that their driver did what he was told to do. But, of course we never told their driver to drive onto our lawn. Further, their driver took the liberty to drive the entire length of my driveway, which I never asked them to do nor did they need to do that. They have been completely unreasonable. This experience has been a complete waste of time, money and a great deal of stress. We just want to return this couch but we've been abandoned. This is a hard lesson in only making purchases from reputable stores like DWR, Crate and Barrel, and CB2. Avoid this company at all costs.",France and Son,Furniture store||Art gallery||Bedroom furniture store||Furniture accessories||Furniture maker||Furniture rental service||Home goods store||Kitchen furniture store||Lighting store||Office furniture store,40.7401043,-73.99611639999999,negative,notmentioned,negative,notmentioned,notmentioned,notmentioned,negative,negative,,,,
1526041635162,4.0,"Nice Zoo if it is in Central Park you should visit it, of course it is not very big nor with so many animals",Central Park Zoo,Zoo||Tourist attraction,40.767778,-73.9718335,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1488860362916,5.0,Perfect place to take nice shots of the family.,Hallett Nature Sanctuary,Nature preserve||Tourist attraction,40.7666397,-73.9750243,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,notmentioned,,,,
1517838110415,5.0,"Friendly, professional service. The owner worked with me to find a beautiful frame for my ketubah that fit my budget. I will definitely be coming back!",Frames and Stretchers,Picture frame shop||Art gallery||Logistics service||Print shop,40.719238999999995,-73.98613999999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive,positive,,,,
1509544770154,5.0,Imagine ... it is not as crowded as one might think. Next to it is a little stand of great pretzels!,Strawberry Fields,Tourist attraction||Historical landmark||Scenic spot,40.7758392,-73.9747655,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,neutral,,,,
1570318892650,4.0,Heartfelt tribute by the City to the more than one thousand of their sons that fell in SouthEastAsia. Conducive to meditation and remembrance thanks to the tree layout and the river in the back.,New York Vietnam Veterans Memorial Plaza,Memorial park||Historical landmark||Monument||Tourist attraction,40.7026773,-74.0097895,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,positive,,,,
1544904461687,5.0,First time I was able to see Kaws work in person. Small intimate gallery.,Skarstedt Gallery,Art gallery,40.776222,-73.962527,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1520249319950,3.0,Parking,Five Towns Shopping Center,Shopping mall,40.6369495,-73.7388982,notmentioned,notmentioned,neutral,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1546364383567,5.0,I loved visiting the zoo. We visited in the wintertime and a few of the animals were kept indoors for their protection but nevertheless it was an amazing experience. I would love to visit it again.,Bronx Zoo,Zoo||Tourist attraction,40.8505949,-73.8769982,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1539987855914,4.0,Photo gallery in Chelsea. Excellent space.,Yossi Milo Gallery,Art gallery,40.7487662,-74.0036157,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1570584181119,5.0,Everything you need. Bought sushi. Amazing,Zabar's,Gourmet grocery store||Coffee shop||Kosher grocery store||Tourist attraction,40.784759,-73.9796504,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1621133782990,4.0,Quiet and serene. Not too crowded and neat,Wayanda Park,City park||Tourist attraction,40.7108828,-73.7386676,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,,,,
1566684333176,5.0,"Historic Brooklyn, nice, friendly neighborhood park.",Prison Ship Martyrs Monument,Historical landmark||Scenic spot||Sculpture||Statuary,40.6917937,-73.97552879999999,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,positive,,,,
1552166468935,4.0,Very cool place. Loved learning the history of the building. Our tour guide was excellent!,Radio City Music Hall,Performing arts theater||Concert hall||Live music venue||Tourist attraction,40.759975999999995,-73.9799772,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,positive,,,,
1511595782368,5.0,CNN headquarters in New York and home to a lot of other companies. Brilliantly shaped this two buildings are unated at the ground level with a big shopping mall. Just to walk in and look through a big vindows at the Columbus circle u would feel wonderful.,Time Warner Center,Landmark||Tourist attraction||Tower,40.7685068,-73.9831349,notmentioned,notmentioned,positive,positive,positive,positive,notmentioned,positive,,,,
1559998418919,5.0,"Such a cute, fun playground! Do wish they had more swings.",Police Officer Nicholas Demutiis Park,Park||Tourist attraction,40.6816118,-73.83914949999999,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1584392749030,5.0,"One of the most iconic bridges in the movies, even though it looks much prettier in the spring than in the winter but it is still a must-see spot in central park to take your picture",Bow Bridge,Bridge||Historical landmark||Park||Scenic spot||Tourist attraction,40.7757544,-73.97177839999999,notmentioned,notmentioned,notmentioned,positive,positive,positive,notmentioned,notmentioned,,,,
1578801935473,5.0,Many things to see and buy.,Atlantic Terminal Mall,Shopping mall,40.684568,-73.97697699999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1596569230606,1.0,The ball of the world,Flushing Meadows Corona Park,Park||Tourist attraction,40.7400275,-73.8406953,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1576957894302,5.0,Always a classic!!!,Rockefeller Center Christmas Tree,Tourist attraction||Event venue||Historical landmark||Ice skating rink,40.7587105,-73.97858719999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1554942817088,3.0,I love church,Annunciation Church,Catholic church||Church||Tourist attraction,40.816161,-73.95301719999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,,,,
1576129000293,5.0,"Great place to kill a few hours or run in quickly to purchase what you need, or even just to grab a quick bite from the food court. Usually gets pretty busy, but what do you expect from a mall that has direct access to by subway/local busses. Bokbok chicken is a guilty pleasure of mine while I'm there.",Queens Center,Shopping mall||Clothing store||Restaurant,40.734483399999995,-73.8696793,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,neutral,,,,
1567968733792,3.0,No restroom bad if you have young kids Needed to leave park because kids needed bathrooms,Utopia Playground,Playground,40.7306812,-73.7930214,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,,,,
1383518662725,4.0,The whole foods here is a great place to stop to grab a picnic lunch before heading in to Central Park.,Time Warner Center,Landmark||Tourist attraction||Tower,40.7685068,-73.9831349,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,notmentioned,,,,
1498940437993,5.0,Nice farm for adults and kids,Queens County Farm Museum,Farm||Cultural landmark||Museum||Tourist attraction,40.7474785,-73.7220059,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1612628584396,4.0,"Good for a picnic :) There are many cafes nearby, so it is also good to eat it out for takeout.",McCarren Park,Park||Tourist attraction,40.7210549,-73.95244,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,notmentioned,,,,
1577296044664,5.0,Beautiful Cathedral,The Cathedral Church of St. John the Divine,Catholic cathedral||Cathedral||Church||Tourist attraction,40.8038356,-73.9618754,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,,,,
1581796634503,4.0,"It's a decent enough park for the neighborhood, somewhat spacious, good for BBQs and small celebratory parties... Just not After Dark! ""Along with the Sunshine, there's got to bit a little Rain sometime""",Bayswater Park,Park||Tourist attraction,40.599056,-73.7691138,positive,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,negative,,,,
1491833820300,5.0,"This was my first time using this studio and I'll not going to lie. They're were so helpful, and nice. I will be using this studio for now on whenever I need it. The prices are very reasonable and love that they have the equipments that I needed that day. Love it.",HQPixel : Photo Studio In Brooklyn NYC,Photography studio||Art gallery||Art studio||Event venue||Photo shop||Photographer||Photography service,40.710944999999995,-73.93626499999999,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,positive,,,,
1563484950771,2.0,"I never been to this museum but you or they can another attraction for the kids like from the animated characters for example a house or a variety of houses how ever you or they like want or can like the house from the barbie from the matel barbie doll,a house of the Cinderella, a house the little mermaid,a house of snow white and 7 duarfs, a house of hello kitty for the girls and for boys a superman house, a Batman house,Spider-Man or avengers house something like that because if you want to know in Florida they have the united kingdom house, in Orlando Florida in Disney world they have the Cinderella house and in China or Japan they have the hello kitty house. You can also check that information if you want/yo nunca a venido a este museo pero se puede a ser mas attraciones infantiles como por ejemplo una o varias casas de la muneca barbie, Cinderella house,snow white(Blanca nieve) sleeping beauty(la Bella durmiente) ,hello kitty para las ninas y para los ninos una casa de superman una de batman, una de Spider-Man,una de avengers puede ser de cualquier muneco infantil que se pueda o quieran aser porque en orlando Florida en Disney world ay tienen una casa de Cinderella(la senicienta) o united kingdom y en China o japon la casa de hello kitty .cheken esa information si quieren",Children's Museum of the Arts,Children's museum||Museum,40.727652299999995,-74.00808669999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,neutral,,,,
1512254381125,5.0,Good experience. They Matched Groupon offer rate,SmartPark JFK,Parking lot||Airport shuttle service||Parking garage||Parking lot for motorcycles||Public parking space||Valet parking service,40.6641159,-73.8186673,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,,,,
1461591851052,4.0,There's always something happening here. Many times there are wedding pictures or some photographer hogging the space,Ladies Pavilion,Historical landmark||Scenic spot||Tourist attraction||Wedding venue,40.777637899999995,-73.97303629999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,neutral,,,,
1556378186212,5.0,"The Manhattan Bridge is one of the important transportations in New York City. There are sports fields on both sides of the bridge, and there are many people in the park to do sports. It is a very good place to go.",Manhattan Bridge,Bridge||Tourist attraction,40.7074959,-73.99077419999999,notmentioned,notmentioned,positive,positive,positive,notmentioned,notmentioned,positive,,,,
1555559932908,5.0,Nice playground. Clean,Dutch Kills Playground,Playground,40.757569499999995,-73.93307639999999,notmentioned,positive,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,,,,
1558726862277,3.0,It was great but we had to pay for everything that was good,Bronx Zoo,Zoo||Tourist attraction,40.8505949,-73.8769982,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,negative,notmentioned,,,,
1516383566748,4.0,Great place to visit. Prepare your passport and anything you think you need to prove your identification. Suggest making reservation with a tour before you go.,United Nations Headquarters,Association or organization||Tourist attraction,40.7488758,-73.9680091,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1496472802215,4.0,Great place for picnics. Plenty of space. Great view of race track.,Belmont Park,Racecourse||Tourist attraction,40.7095079,-73.7204465,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1531866756183,2.0,Very small and boring exhibitions.,Solomon R. Guggenheim Museum,Modern art museum||Art museum||Museum||Tourist attraction,40.7829796,-73.9589706,notmentioned,notmentioned,notmentioned,notmentioned,negative,negative,notmentioned,negative,,,,
1580218027570,5.0,"Wow. I’m embarrassed to say it took me many years living in NYC and a free ticket after eating at Nom Wah for me to finally check out this museum. It is very well executed and makes me feel even more proud of my heritage. The place is small and will take an hour or less to go through, but the photographs and layouts are excellent. I also love their small souvenir store, which has a lovely Keep Calm and Eat Rice tshirt with the Eat Rice in Mandarin writing.",Museum of Chinese in America,History museum||Art museum||Event venue||Gift shop||Museum||Tourist attraction,40.7194036,-73.9990565,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,positive,,,,
1552052653203,4.0,So nice and very attractive to walk and take pictures,Columbus Circle,Historical landmark,40.7680797,-73.9818957,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive,,,,
1571687234860,2.0,"I have yet to go to an haunted house that has scared me, and this was just another to add to the list of not scary houses. After reading up and feeding into the hype I was truly nervous at first about the whole experience. I have never been to a house that separates you from your group and only allows small groups in at a time. I bought 8 pm tickets and although it says to show up 15 minutes prior I immediately realized that should have been more like 45 minutes to an hour, since the wait was more than an hour to get in. The line process which should seem simple was actually very complicated. You have to wait in line to check your bag (which is 5 dollars), just to be told by someone that you have to go to the back of the line that you just waited an hour in. Be prepared for the fact that this is not the most secure bag check. Also, If you were expecting to leave your phone in your purse good luck, because you are forced to bring your phone into the house if you purchased tickets online. When I got in the house there were groups of 4 or five being let into the house at a time. Although they separate you many times throughout the house it was fairly easy to find your party again later on. One thing I have to give you credit on is the fact that I was not only hit by one of your prop doors but the actor themself( not on purpose of course) because there were sections that were a bit too tight to have someone jumping out. Definitely was not expecting that! You should add that one to your rules, ""props and actors allowed to touch and hit you, but you can't touch them"". (Seriously not upset about it just making light of it). In addition the actors seemed a bit tired by the time I got in, or at least I hope they were tired and this was not the norm. The scares were not there, just loud screaming that you can hear ahead of you that ruins the effect. In fact, I even said out loud a few times that the effect is ruined when you continue to scream at each person walking through the doorway. It eventually started to become a bit annoying. For me, I think the best part was the slide... that says a ton. IMO, they don't keep you separated long enough to make it scary. Things are more confusing than scary since you don't know which way to go 75 percent of the time since. Nothing is marked or clear. It was very short and I'm glad it was a groupon deal. . I get it's your first year in nyc, but I think you dropped the ball. I gave bane a chance for a few reasons. First I know some former workers who highly recommended it Secondly it was convenient for my group being I was already going to be in the area that weekend. Thirdly, I had already been to blood manor and wasn't impressed with what they had to offer. Lastly was the groupon offer, which made it a deal over your competitors. With all of those factors I paid to be scared but was disappointed. Hopefully you do better next year when you've had more time to think it through. In its current form, I would only recommend this to those that are easily scared and have issues being separated. Gave this review 2 stars since I got a good laugh out of the whole thing. TIPS Don't go there with good clothes unless you like messing them up. You will be hands and knees crawling. Also if you are like me and have issues with and type of light sensitivity, particularly with strobe lighting, you may want to think hard about if it is worth it. If you can stuff a few bags into one they charge you one fee for bag check (even though that might change after this review)",Bane Haunted House,Haunted house||Tourist attraction,40.763589,-73.9976063,negative,negative,negative,notmentioned,negative,notmentioned,negative,negative,,,,
1533133013386,5.0,Amazing view from here to Statue of Liberty,The Battery,Park||Tourist attraction,40.703140999999995,-74.0159996,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1501418564130,2.0,Some of the stores are okay but nothing you can't find in any other mall. The bathrooms are disgusting.,Bay Plaza,Shopping mall,40.863953599999995,-73.8273421,notmentioned,negative,notmentioned,notmentioned,notmentioned,notmentioned,neutral,negative,,,,
1470098229442,5.0,It's a beautiful park by the water. Nice place for a walk and relax .,Charles Memorial Park (Gateway National Recreation Area),National park||Tourist attraction,40.648993,-73.8324325,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive,,,,
1576687723913,3.0,"Best for kids, adults won't be as interested.",National Geographic Encounter,Tourist attraction||Event venue,40.757732999999995,-73.98715969999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,neutral,,,,
1529940010052,5.0,Greta place for a family day out. Both of our kids ages 2 and 4 loved the place. Looking forward to coming back.,Brooklyn Children's Museum,Children's museum||Museum||Non-profit organization||Tourist attraction,40.674461099999995,-73.94398629999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive,,,,
1593650245234,5.0,Best garlic in the world,Union Square Park,Park||City park||Tourist attraction,40.735823499999995,-73.9905215,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,,,,
1532610543472,4.0,The waterfront is so lovely this time of year,Hudson River Park Trust,Association or organization||Tourist attraction,40.7330699,-74.011028,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,,,,
1533137201138,5.0,Great memorial for John Lennon,Strawberry Fields,Tourist attraction||Historical landmark||Scenic spot,40.7758392,-73.9747655,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,,,,
1569198220754,5.0,"Excellent quality meats, great selection of kosher products",Glatt Mart,Grocery store||Farmers' market||Kosher grocery store||Takeout Restaurant||Supermarket,40.6178385,-73.9626468,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,,,,
