time,rating,text,name,category,latitude,longitude,safety,cleanliness,infrastructure,nature,attractions,heritage,costs,other
1607467856495,5.0,December 2020 - Yay! A new playground for our kids!,Hart Playground,Playground||Basketball court||Park,40.7488224,-73.8974478,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1568321410472,2.0,Purpose of the building???,Vessel,Tourist attraction,40.7538073,-74.0021537,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral
1534239981013,5.0,Wander full,Williamsburg Bridge,Bridge||Tourist attraction,40.713574099999995,-73.97240339999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1537984139496,5.0,Kids loved it,Prospect Park Zoo,Zoo||Tourist attraction,40.6657246,-73.9644911,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1517487064161,4.0,Lot of fun interactive exhibits for kids,National Museum of Mathematics,National museum||Museum||Tourist attraction,40.7434842,-73.98722219999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1526559913470,4.0,Very nice place Good food,The Loeb Boathouse,American restaurant||Bar||Brunch restaurant||Restaurant||Tourist attraction,40.7753313,-73.9687344,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1521817589914,5.0,Great place to inwind. Pleasant. And beautiful scenery.,Wards Island Park,Park||Tourist attraction,40.7842057,-73.92929389999999,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,positive
1595640490275,5.0,The water is the main reason it love this beach. There are hardly any waves and you can walk out pretty far in the water without the big drop off at the sea shelf.,Manhattan Beach Park,Park||Tourist attraction,40.5768049,-73.942583,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned
1519861467047,4.0,Nice park,Madison Square Park,Park||Tourist attraction,40.7421872,-73.9880175,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned
1558611304556,3.0,"I served in Berlin from 1990 to 1994 and had much higher expectation for this tribute. A single slab of wall and it's missing the smoothed rounded crown at the top of the wall. I believe this section was called ""Chickenlips."" Could have been better. At least 3 sections with all components to the wall. If you are going to do it, do it right!! For anyone who may visit Berlin, do not miss the 1.2km stretch of Berlin Wall at the East Side Gallery.",Berlin Wall,Tourist attraction,40.7117133,-74.0167192,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,notmentioned,negative
1471551514628,5.0,The best tower in the United States with good elevator and everything,One World Trade Center,Business center||Tourist attraction,40.7127431,-74.0133795,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive
1499554082472,5.0,Nice view. Beautiful sunset.,Marsha P. Johnson State Park,State park||City park||Cultural landmark||Park||Tourist attraction,40.7214167,-73.96203059999999,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned
1589918257707,5.0,"All in one place, best.",Gateway Center,Shopping mall,40.6525,-73.8713889,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1570284992370,5.0,A good place to walk,Cunningham Park,Park||Baseball field||Basketball court||Football Field||Playground||Tennis court||Tourist attraction,40.7291208,-73.7742339,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned
1538231405486,4.0,"The historic Essex street market is an amazing place to buy fresh non toxic food to cook with, it's like an indoor farmers mrkt year round. I do worry about what will happen when its moved into a mega highrise minstrosity.",Essex Market,Market||Produce market||Restaurant||Tourist attraction,40.7180004,-73.98819,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,neutral
1546835942214,5.0,"Fairway Market, what else can I say!!!",AAC Douglaston Plaza Shopping,Shopping mall,40.7548006,-73.73921589999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1472509711054,5.0,The upgrade was wort6it,Madison Square Garden,Arena||Event venue||Stadium||Tourist attraction,40.7505045,-73.9934387,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned
1558307543187,5.0,"UwU Vewwy fun expewience, :3, Corrine was the best game mastew, 10/10 would cheat my way to victory again",Amazing Escape Room Staten Island,Escape room center||Adventure sports||Adventure sports center||Amusement center||Corporate entertainment service||Event venue||Recreation center||Tourist attraction,40.6091777,-74.1483562,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1609869130405,5.0,Amazing place.,Five Towns Shopping Center,Shopping mall,40.6369495,-73.7388982,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1525191950909,5.0,Beautiful building,Chrysler Building,Building||Entertainment and recreation||Tourist attraction,40.7516208,-73.97550199999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned
1618583169364,5.0,Nice and best field to play and spend time,Astoria Park,Park||Tourist attraction,40.7785364,-73.92283359999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1546366317137,4.0,When you first enter you wonder why the museum is located in that location. As the tour continues it is all revealed that that location has a lot history. The guide was very knowledgeable and enthusiastic.,Exhibition-The Amer Gangster,Local history museum||Museum||Tourist attraction,40.727506,-73.98583909999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive
1539010350750,3.0,"Cool place to take pictures, great for outdoor events!",Coney Art Walls,Art gallery||Museum||Tourist attraction,40.5744427,-73.9815373,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,notmentioned
1515068467979,3.0,I bought a supermarket and pound cake only in New York. It was very delicious. I bought a lot of eco bags for souvenirs.,Zabar's,Gourmet grocery store||Coffee shop||Kosher grocery store||Tourist attraction,40.784759,-73.9796504,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1541101737352,5.0,Good,SL Gallery,Art gallery,40.75565,-73.99315,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1480029404140,4.0,"Quiet, and you can see duckzs there",Flushing Meadows Corona Park,Park||Tourist attraction,40.7400275,-73.8406953,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned
1554295424399,4.0,Just stunning and spacious nice staff I went for the Andy Warhol exhibition lots to go to places for food etc.,Whitney Museum of American Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7395877,-74.0088629,notmentioned,notmentioned,positive,notmentioned,positive,positive,notmentioned,positive
1598294149743,5.0,Nice view,Brooklyn Heights Promenade,Park||Promenade||Tourist attraction,40.6961936,-73.9975036,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned
1555192510752,5.0,Fun,Seth Low Playground,Playground||Park||Tourist attraction,40.6081073,-73.9863087,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1529075804698,4.0,Great location for the entire family. Improved signage can help.,Statue of Liberty National Monument,Historical landmark||Monument||National park||Tourist attraction,40.6892494,-74.04450039999999,notmentioned,notmentioned,negative,notmentioned,notmentioned,notmentioned,notmentioned,positive
1552584044872,5.0,Absolutely Beautiful,St. Patrick's Cathedral,Cathedral||Catholic church||Tourist attraction,40.7586117,-73.9761953,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1532732335015,5.0,Excellent place for shopping,Gateway Center,Shopping mall,40.6525,-73.8713889,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1546676836104,2.0,I can't tell you nothing,Concourse Plaza,Shopping mall,40.8252165,-73.9202784,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral
1598354325078,3.0,It's too dirty now. To much trash all over. And no dog park,Coney Island Creek Park,Park,40.5813615,-74.0042783,notmentioned,negative,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned
1546934269431,3.0,"The Crown was closed, so unable to get to the top. Fantastic views and boat ride. Book tickets in advance to avoid long queues.",Statue of Liberty National Monument,Historical landmark||Monument||National park||Tourist attraction,40.6892494,-74.04450039999999,notmentioned,notmentioned,negative,positive,positive,notmentioned,notmentioned,neutral
1487271965152,3.0,No free parking.,Queens Place Mall,Shopping mall,40.7355974,-73.8745378,notmentioned,notmentioned,negative,notmentioned,notmentioned,notmentioned,negative,notmentioned
1536071273999,5.0,This playground is very big and good for kids to play in sandbox and sprinkler. My kids liked the sprinkler mostly. Especially when its hot its the best to take the kids over there,Heckscher Playground,Playground||Tourist attraction,40.7684641,-73.9772285,notmentioned,notmentioned,positive,positive,positive,notmentioned,notmentioned,positive
1582842069974,3.0,Instagram social media trap! Lol not for me place prolly swimming with viruses also.,Museum of Ice Cream NYC,Museum||Tourist attraction,40.7238545,-73.99791669999999,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative
1556305726051,5.0,Love it,Madison Square Park,Park||Tourist attraction,40.7421872,-73.9880175,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1622681838677,3.0,Wish they build a new one.,Brownsville Playground,Playground||Basketball court||Football Field||Handball court||Park||Soccer field||Softball field,40.6566859,-73.9017849,notmentioned,notmentioned,negative,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned
1514327383447,5.0,"Lovely staff, always good exhibits on, amazing shop, one of my favourite museums in nyc.",Brooklyn Museum,Art museum||Museum||Tourist attraction,40.6712062,-73.9636306,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,positive
1498744215255,5.0,Frequently go to shoprite and surrounding stores.,Forest Promenade Shopping Plaza,Shopping mall,40.624083,-74.1480584,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,neutral
1567052577770,5.0,Concert with Mary J Blige and Nas,Barclays Center,Arena||Sports complex,40.6826465,-73.97541559999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1574210620198,4.0,I was surprised by the lack of space and art in this otherwise magnificent museum. I think I like the lower level of Paris' Orangerie better!,The Museum of Modern Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7614327,-73.97762159999999,notmentioned,notmentioned,negative,notmentioned,negative,notmentioned,notmentioned,neutral
1560847216176,5.0,"Very nice the Boulevard, we made nice walks",Pier I,Fishing pier||Historical landmark||Park||Scenic spot,40.7797263,-73.9902831,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive
1554668233632,5.0,Loved it so nice,The Shops at Atlas Park,Shopping mall||Clothing store||Restaurant,40.708664299999995,-73.8693992,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1523120520236,5.0,Very accomodating!,Barclays Center,Arena||Sports complex,40.6826465,-73.97541559999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1548575395403,4.0,Nice place for you to stay with family,Chelsea Market,Shopping mall,40.7424509,-74.0059581,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1592855879570,5.0,A good place to be at nice and quit,Queens Place Mall,Shopping mall,40.7355974,-73.8745378,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1610773010630,5.0,Good staff & clean rooms,233 St,Subway station,40.8932229,-73.8574091,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1487895240978,5.0,Many stores to choose from,Atlantic Terminal Mall,Shopping mall,40.684568,-73.97697699999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1564749711364,5.0,"A nice walk to do. In summer, many events are organized and it is good to stroll there for a drink and enjoy the panorama on the Hudson River and Brooklyn.",Seaport District NYC,Historical landmark,40.7064783,-74.0032751,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive
1461551591374,5.0,Awesomeeee,Brooklyn Art Library,Library||Tourist attraction,40.7173802,-73.9510104,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1572558361020,3.0,Huge stadium for view site.,Vessel,Tourist attraction,40.7538073,-74.0021537,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,notmentioned
1505499983363,5.0,"A great opportunity to climb an aircraft carrier, with a museum on its platform of all types of aircraft and helicopters. An excellent place for children, there is a simulator that you can climb (extra cost)","Intrepid Sea, Air & Space Museum",Museum||Historical place||Historical landmark||Tourist attraction,40.7645266,-73.99960759999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,negative,notmentioned
1607994134098,4.0,Wasn't too crowded on a Monday night,Rockefeller Center Christmas Tree,Tourist attraction||Event venue||Historical landmark||Ice skating rink,40.7587105,-73.97858719999999,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned
1555703759687,5.0,Statue of liberty! Every one need to visit that Wonderful place!,Statue of Liberty National Monument,Historical landmark||Monument||National park||Tourist attraction,40.6892494,-74.04450039999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,positive
1546144233203,4.0,The staff is nice and friendly,42nd Street Entertainment Center,Performing arts theater||Shopping mall,40.7568845,-73.9881335,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1476959523080,5.0,Excellent place,Prospect Park,Park||Tourist attraction,40.6602037,-73.9689558,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1565370837335,5.0,Beautiful tree lined park.,Leif Ericson Park,Park||Baseball field||Basketball court||Playground||Tennis court||Tourist attraction,40.6372953,-74.0229794,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned
1560337276606,3.0,"Great park but also holds some events, and sometimes live music",Tompkins Square Park,City park||Basketball court||Dog park||Handball court||Park||Playground||Public swimming pool,40.726429499999995,-73.9817841,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,neutral
1590536874199,4.0,Really nice,Stuyvesant Square Park,Park||Dog park||Tourist attraction,40.733946499999995,-73.9841048,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1528236614563,5.0,"Great spacious to play baseball, soccer or basketball",Joseph F. Mafera Park,Park||Baseball field||Basketball court||Hockey rink||Playground||Softball field||Tourist attraction,40.7070267,-73.8911796,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1392307534498,5.0,sexy,Bayswater Park,Park||Tourist attraction,40.599056,-73.7691138,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1590432662239,5.0,"One of the best Brooklyn parks. Lots of great places to sit, good shady and sunny spots, nice playground, tennis courts. Farmers market on Saturdays.",Fort Greene Park,Park||Tourist attraction,40.6914322,-73.975246,notmentioned,notmentioned,positive,positive,positive,notmentioned,notmentioned,positive
1501525404402,4.0,"Very moving experience you will be transported back in time. Unfortunately, the whole thing is already being marketed in the American way!",9/11 Tribute Museum,Museum||History museum||Local history museum||Non-profit organization||Tour operator||Tourist attraction,40.7079743,-74.0137432,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,negative,negative
1481994855832,5.0,I work here and I love it,Brookfield Place,Shopping mall||Tourist attraction,40.712716799999995,-74.01528239999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1574120837372,5.0,Went to a hockey game. Everyone was incredibly nice.,Barclays Center,Arena||Sports complex,40.6826465,-73.97541559999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1566028304524,5.0,The Growler and the Enterprise are awesome.,"Intrepid Sea, Air & Space Museum",Museum||Historical place||Historical landmark||Tourist attraction,40.7645266,-73.99960759999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1531803648130,3.0,Was a bit of a disappointment after visiting the Twin Towers twenty years ago. You can no longer go outside and you are on the 102nd floor but then immediately go back down. Not a word is spoken about the attacks or 9/11 at all. For that you have to be in the museum nearby. Bit too much show.,World Trade Center,Museum,40.7117969,-74.0134982,notmentioned,notmentioned,negative,notmentioned,negative,negative,notmentioned,negative
1601670203349,3.0,Third day in NYC and we decide to go to the coast side at Coney Island. I had taken my seats on the internet to visit the aquarium. But how small he is! The only real plus and the shark tunnel! The sea lion show was cool too. But that's it for more than $ 20 / pers.,New York Aquarium,Aquarium||Tourist attraction,40.574010099999995,-73.9760005,notmentioned,notmentioned,negative,notmentioned,positive,notmentioned,negative,notmentioned
1621332734303,5.0,NYBG’s online ticket counter is definitely user friendly. The ease of navigation thru the site to select a date and time and pay was seamless.,NYBG Ticket Counter,Botanical garden||Tourist attraction,40.8664858,-73.8807368,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive
1457025318981,5.0,"I've been a repeat customer to Get Up and Ride in Brooklyn and can say from the heart that this is the BEST way to see the Borough! As a local I've gotten to know my own neighborhood much better through the tours offered, and its always a must do activity when friends and relatives come into town!!!",Get Up and Ride Bike Tours of NYC,Tour operator||Bicycle club||Sightseeing tour agency||Tourist attraction||Tourist information center,40.7092055,-73.9541443,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1517326019737,5.0,"The stores are plentiful and you can get just about anything there. You cand find anything there starting from different kinds of food, shoes liquor, clothing, games, phones, ect.",Canarsie Plaza,Shopping mall,40.645942999999995,-73.9138698,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1564425438779,5.0,Beautiful place for get togethers!!,Cunningham Park,Park||Baseball field||Basketball court||Football Field||Playground||Tennis court||Tourist attraction,40.7291208,-73.7742339,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1583337987490,5.0,Nice place for family to visit,New York Aquarium,Aquarium||Tourist attraction,40.574010099999995,-73.9760005,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1511317418175,4.0,"Absolutely love this place, we visited using summer time, nice weather, helpful staff even the ones working in the ferries to SOL. The place has awesome views, shopping options as well as food opgjp8, the wait for the ferry was not too bad and we enjoyed our first trip throughly..",Statue of Liberty National Monument,Historical landmark||Monument||National park||Tourist attraction,40.6892494,-74.04450039999999,notmentioned,notmentioned,positive,positive,positive,notmentioned,notmentioned,positive
1589601007884,5.0,Very interesting information about the Native Americans.,National Museum of the American Indian,National museum||Museum||Tourist attraction,40.7039861,-74.01368889999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned
1579970005798,5.0,"Curious place with a lot of variety of M & M'S. There are also many souvenirs, clothes, toys ... It's cool.",M&M'S World,Confectionery||Candy store||Children's clothing store||Chocolate shop||Tourist attraction,40.7601775,-73.9843631,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1520976847612,3.0,What's not what is better,Green Acres Mall,Shopping mall||Clothing store||Restaurant,40.6627613,-73.7196783,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral
1566109940095,5.0,Only thing I can say is that Ripley's is mind blowing fun!,Ripley's Believe It or Not! Times Square,Tourist attraction||Amusement center||Art museum||Modern art museum||Museum,40.7565399,-73.98867709999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1548041676091,5.0,That the first time booking with them but they have a new customer for life it so easy to checking and they start my car they pick me up at the airport less than 10 minutes I love them,Aardwolf Parking,Parking lot,40.6633682,-73.8140109,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive
1456953606190,5.0,The best--such wonderfully curated pieces :),E.TAY Gallery,Art gallery,40.718478999999995,-74.00459699999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1578950666022,5.0,Loved it!,Rockefeller Center Christmas Tree,Tourist attraction||Event venue||Historical landmark||Ice skating rink,40.7587105,-73.97858719999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1568519432386,5.0,The rooftop view is so beautiful,Whitney Museum of American Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7395877,-74.0088629,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned
1572781337099,5.0,Great history. Awesome inspiration. Thank you Adam clayton Powell for all you did and sacrifice.,Monument to Adam Clayton Powell,Monument,40.8090252,-73.94792509999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,positive
1577139954992,5.0,Very nice area and Captain Zone was amazing.,Sky Zone Trampoline Park,Amusement center||Sports complex||Theme park||Tourist attraction,40.9112441,-73.7803259,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1606629705245,3.0,I good place to exercise. However don't go alone. There are hidden spots that can put you in danger.,Randall's Island Park,Park||Tourist attraction,40.795812999999995,-73.922517,negative,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,negative
1482350058216,5.0,Clean and historic park. I enjoyed my time there. I recommend it to those who haven't been.,Statue of Liberty National Monument,Historical landmark||Monument||National park||Tourist attraction,40.6892494,-74.04450039999999,notmentioned,positive,notmentioned,positive,notmentioned,positive,notmentioned,positive
1529275031506,5.0,Love the show and got a chance to dance on stage,Apollo Theater,Performing arts theater||Entertainer||Live music venue||Performing arts group||Stage||Tourist attraction,40.810018,-73.950056,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1516987419760,5.0,A mecca for Modern Art. Phenomenal.,The Museum of Modern Art,Modern art museum||Art museum||Museum||Tourist attraction,40.7614327,-73.97762159999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned
1554401476693,5.0,Good place for your shopping clean,Queens Center,Shopping mall||Clothing store||Restaurant,40.734483399999995,-73.8696793,notmentioned,positive,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned
1566658805846,5.0,Just awesome,Seaport District NYC,Historical landmark,40.7064783,-74.0032751,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1511280820720,5.0,"I was so fascinated by this park. I was visiting New York and while on a walk to Grand Central station, we passed the park and decided to go inside! It was really cool. This park was smack dab in the middle of the city. There were lots of vendors and people picnicking, sleeping, eating, relaxing, etc! There was a merry-go-round in the park which was neat! I really liked that they had like a reading nook, where there was a little book shelf and small tables. Kids can read books and play around. I LOVED that idea. I also liked that they had power stations around the park. So you can read, charge your phone, work, use computers, etc. in this beautiful park! I wish they had something like that in my city!",Bryant Park,Park||Tourist attraction,40.7535965,-73.9832326,notmentioned,notmentioned,positive,positive,positive,notmentioned,notmentioned,positive
1548510028364,5.0,The place is fun but a bit small.,Billy Beez Bay Plaza,Recreation center||Children's party service,40.8632774,-73.8274078,notmentioned,notmentioned,negative,notmentioned,positive,notmentioned,notmentioned,notmentioned
1537185657845,4.0,"It's a quiet little park that is close to my area. It has a place for children to ride bikes, scooters, roller skates. In the summer time they have sprinklers. Lots of birds like to visit. Only drawback for me is there are no swings for older children.",Fort Hill Park,Park||Tourist attraction,40.6410744,-74.08166179999999,notmentioned,notmentioned,negative,positive,positive,notmentioned,notmentioned,neutral
1582480839288,5.0,"SUCH HILL MUCH PICNIC TABLE MANY DOGGO this park is a gem! i currently count at least FIFTY doggos here and it doesn’t even begin to feel full. it’s next to a highway so meh but it’s also on a hill so the view of the park is perfect from anywhere. there’s even a teeny tiny corral on the side i guess if a pup needs a time out? anyways, a+ this park is great worth the trek out here.",Hillside Dog Park,Dog park||Tourist attraction,40.701511,-73.9943804,notmentioned,notmentioned,positive,positive,positive,notmentioned,notmentioned,positive
1532447800559,5.0,Fast and easy,Madison Square Garden,Arena||Event venue||Stadium||Tourist attraction,40.7505045,-73.9934387,notmentioned,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned,positive
1562226696766,5.0,"It's a place of great relief from work. Built I. The downtown wall street space, this space is a treat to eyes. You will find a lot many people juggling , cycling and doing a lot many unique things. It's a place not to be missed out whenever you plan to visit the street and downtown area",Bowling Green,Park||Tourist attraction,40.7049774,-74.0136509,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive
1576850385044,3.0,"Love the Ramones, Joey totally deserves the honor, just a shame there's nothing else Ramones related in the area ( other than the spot where CBGBs was, which sadly is just a clothes store now)",Joey Ramone Place,Tourist attraction,40.7257543,-73.9918059,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,negative,notmentioned,neutral
1582224538175,5.0,this is a great park for jog or walk with the kids and is well kept.,Frank Principe Park,Park||Tourist attraction,40.7275735,-73.9050185,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,notmentioned,notmentioned
1568156081678,3.0,Just another park,Fort Tryon Park,Park||Tourist attraction,40.8625608,-73.9312995,notmentioned,notmentioned,notmentioned,neutral,notmentioned,notmentioned,notmentioned,neutral
1477701744397,5.0,"Trendy market with an eclectic collection of shops and restaurants. However, don't expect bargain prices.",Chelsea Market,Shopping mall,40.7424509,-74.0059581,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,negative,positive
1615328622189,5.0,Gym sweat pants Adidas n speed jump rope .. 30 dollars. Nice prices,East River Plaza,Shopping mall,40.795168,-73.9310357,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned
1560118730511,5.0,"Highly recommended It is curious to see an aircraft carrier on one of the docks of a city and it is more curious to see all the naval and aerospace history it contains. Without a doubt, I will return.","Intrepid Sea, Air & Space Museum",Museum||Historical place||Historical landmark||Tourist attraction,40.7645266,-73.99960759999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,positive
1559099609824,5.0,"Park is very nice, has a lot of seating areas, nice to sit on a warm day to rest, there are full of squirrels strolling in the park.",Madison Square Park,Park||Tourist attraction,40.7421872,-73.9880175,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,notmentioned,notmentioned
1583862229846,5.0,Excellent beautiful place,National Museum of the American Indian,National museum||Museum||Tourist attraction,40.7039861,-74.01368889999999,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,positive
1503690229514,5.0,Great experience. Amazed at all the things... in New York of all places!! Great foliage. Loved it.,Central Park Zoo,Zoo||Tourist attraction,40.767778,-73.9718335,notmentioned,notmentioned,notmentioned,positive,positive,notmentioned,notmentioned,positive
1474228771975,5.0,"Brand New Park. Clean and with clean restrooms. Wheelchair accessible. Feels very unique, safe and not like other parks. Surrounded by water, and skyscrapers. A must go place for every New Yorker and Tourist.",Franklin D. Roosevelt Four Freedoms State Park,Park||Tourist attraction,40.7506105,-73.96052399999999,positive,positive,positive,positive,notmentioned,notmentioned,notmentioned,positive
1372526465049,2.0,Get tree Esad e,New York Aquarium,Aquarium||Tourist attraction,40.574010099999995,-73.9760005,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,notmentioned,neutral
1508857066490,5.0,A beautiful space with great art and a nice bar. An awesome hangout spot. Definitely recommend popping by for a movie night.,Society of Illustrators,Museum||Art museum||Non-profit organization||Tourist attraction,40.7648331,-73.96683349999999,notmentioned,notmentioned,notmentioned,notmentioned,positive,notmentioned,notmentioned,positive
1508857066490,5.0,A beautiful space with great art and a nice bar. An awesome hangout spot. Definitely recommend popping by for a movie night.,Society of Illustrators,Museum||Art museum||Non-profit organization||Tourist attraction,40.7648331,-73.96683349999999,notmentioned,notmentioned,positive,notmentioned,positive,notmentioned,notmentioned,positive
